项目,主题,问题类型,优先级,描述
新公司业务管理系统_内部,非公开发行优先股代码分配通知单上市公司打开页面崩溃,,紧急,上市公司打开非公开发行优先股代码分配通知单，页面崩溃
新公司业务管理系统_内部,更正通知单无按钮,,紧急,更正通知单无按钮
新公司业务管理系统_内部,补改删列表中，对应公告列的undefined链接建议改成不可链接的“无”,其他,低,"当发起人创建补单时，未选择关联公告
发起人提交后，申请单进入审核流程，
此时，进入补改删列表查看时
对应申请单的对应公告列有一个“undefined”无效链接，点击进入空页面
建议删除，改成无超链接功能的“无”
"
新公司业务管理系统_内部,补充通知单页面无按钮,,紧急,补充通知单页面无按钮
新公司业务管理系统_内部,操作复核标记紧急，直管或者初审审核意见栏看不到紧急标示,开发代码缺陷,普通,操作复核标记紧急，直管或者初审审核意见栏看不到紧急标示
新公司业务管理系统_内部,股票红利派发通知(G股专用)通知单打印复核、复审人员位置显示错误（见附件）,开发代码缺陷,高,复核人员审核通过后点击打印通知单，下方复核人员与复审人员显示错误，位置颠倒。
新公司业务管理系统_内部,通知单补改删，监管复核审核时，点击【审核】进入的不是审核页面,开发代码缺陷,高,"初审发起股权转让的补/改/删单，审核进入监管复核时，
监管复核进入信息披露》通知单补改删界面，对应申请单的操作栏的审核界面时
无审核按键（通过，不通过），而且可以修改申请单"
新公司业务管理系统_内部,定期报告4，满足条件时，弹出两个完全相同的预警,UI问题,低,"选择上市公司600219（南山铝业），已提交2802公告，新建年报时
满足定期报告4条件，提交时，弹出两个完全相同的通用4预警，不美观"
新公司业务管理系统_内部,增发新股价格及配售情况通知查看页面，下方初审、复核、日期行间距不合适,开发代码缺陷,低,增发新股价格及配售情况通知查看页面，下方初审、复核、日期间距不合适
新公司业务管理系统_内部,上市公司要约收购业务申请表要约收购数量校验提示错误但没有*号标红（见附件）,开发代码缺陷,普通,要约收购数量填写非数字，点击“提交”，弹出错误提示但没有*标红
新公司业务管理系统_内部,文件流转岗文件流转岗角色下“当日业务通知单汇总 ”列表右上方按钮更名为【生成电子文件】，目前名称为【生成业务通知单汇总】。,需求变更,普通,文件流转岗角色下“当日业务通知单汇总 ”列表右上方按钮更名为【生成电子文件】，目前名称为【生成业务通知单汇总】。
新公司业务管理系统_内部,无限售条件流通股证券类别变更通知单打印预览页面没有日期（见附件）,,高,打印通知单时，查看页面，下方日期缺失
新公司业务管理系统_内部,优先股转股股份变动通知单、公开发行优先股上市通知单保存页面崩溃、提交不成功（见附件）,开发代码缺陷,紧急,"1.通知单填写或不填写后点击保存，页面崩溃。
2.填写完成后点击完成，提示成功单公告页没有该申请表。
"
新公司业务管理系统_内部,优先股股息派发通知单校验错误之处不显示（见附件）,开发代码缺陷,高,"1.填写完成后点击“保存”，系统进行校验，弹出填写错误提示框并无法显示未通过校验内容。
2.填写完成后点击“提交”，弹出下图所示提示框并无法显示未通过校验内容。
"
新公司业务管理系统_内部,公告详情页，数据采集栏往下的栏目与上面栏目位置不一致,,普通,公告详情页，数据采集栏往下的栏目与上面栏目位置不一致（见附件）
新公司业务管理系统_内部,文件流转岗文件流转岗的导航菜单与需求不一致,需求变更,普通,文件流转岗的导航菜单与需求不一致
新公司业务管理系统_内部,初审（或直管复核）发起流程后，在“函件处理”和“纪律处分和监管措施信息查看”详情页页面不一致,开发代码缺陷,紧急,"1、初审（或直管复核）登录系统-监管工作-监管日志，发起流程（监管日志各处理过程）；
2、初审（或直管复核）进入函件处理-该信息详情页查看；
3、初审（或直管复核）进入纪律处分和监管措施信息查看-该函件详情页查看；
结果：页面显示不一致"
新公司业务管理系统_内部,事前夜间，操作复核办结后，待上网，操作复核不应该有取消复核权限,需求错误,高,事前夜间，操作复核办结后，待上网，操作复核不应该有取消复核权限
新公司业务管理系统_内部,上市公司提交审核意见-公告详情页，审核意见栏未展示,开发代码缺陷,普通,上市公司提交审核意见-公告详情页，审核意见栏未展示
新公司业务管理系统_内部,通知单补改删，当监管复核无分管公司（非直管复核）时，有发起补改删的功能,需求描述不明确,高,"当监管复核无分管公司时，其补改删界面仍有补单，改单，删单的按钮
与需求中规定的发起人为初审，直管复核，文件流转岗不同"
新公司业务管理系统_内部,操作复核审核删单界面与需求不同,开发需求理解错误,低,"根据现有需求
当前系统
应删除保存键
应增加在列表中增加通知单编号的链接
功能按键需要调整"
新公司业务管理系统_内部,通知单补改删，申请模式为上市公司申请中时，发起人审核界面与需求不符,开发需求理解错误,普通,"根据现有需求，
当前系统，申请模式为上市公司申请，发起人审核界面上
应增加删除通知单信息的通知单编号列链接
应删除删单的最后的删单那块
应增加【不通过】键
应把【提交】键改为【通过】键"
新公司业务管理系统_内部,通知单补改删，删单关联故障,开发代码缺陷,紧急,"发起人使用补改删功能的删单功能
流程办结后，原公告中的通知单仍在，未关联删除"
新公司业务管理系统_内部,业务预警-权益变动-1：满足预警触发条件时预警未出现,开发代码缺陷,高,满足权益变动-1预警触发条件时预警未出现
新公司业务管理系统_内部,公司债8中，当上市公司提交2012类别的公告，同时提交债券信用评级表，上市公司段不会提醒，内部人员会提醒,,高,"1.公司债8中，当上市公司提交2012类别的公告
2.同时提交债券信用评级表 
3.上市公司段不会提醒，内部人员会提醒"
新公司业务管理系统_内部,异常波动-2：公司存在未披露过1001公告的异常波动，当天提交1001公告时应该成功正常提交,开发代码缺陷,高,"1、600119存在异常波动信息且没披露过1001（会出现异常波动-3预警）；
2、600119提交1001公告，提交时出现提示信息，申请不能提交。
——应该能够提交成功"
新公司业务管理系统_内部,公司债1中，过去的第六个交易日发现2002类别的公告，不会弹出提醒,开发代码缺陷,高,"1.公司债1中，600859 王府井，在过去的前第六个交易日，发现2002类公告
2.应该会弹出提醒"
新公司业务管理系统_内部,权限设置界面默认显示监管一部的人员,需求变更,普通,"monitor进入权限设置界面，观察界面元素
界面左边的树状图按照新需求默认只显示公司监管一部的人员
细节：建议只保留一部和二部,然后一部默认打开"
