项目,主题,问题类型,优先级,描述
EZEI重构,指令中心从存储网关获取非指令中心的参考数据文件,需求变更,普通,"/EzEI/conf|application.ini

############################################################
##Ftp Get File config
############################################################
/Ftp/Param/LOCALI_PATH=data/input/
/Ftp/Param/LOCALO_PATH=data/output/
/Ftp/Param/DEFAULT_TYPE=DTP
/Ftp/DATE_FILE/DTP=sg\\se036|senew036|/vol/incoming/q/46/mp109/se035/|cldr030001.txt
/Ftp/IN_FILE/DTP/INTRD=sg\\se036|senew036|/vol/incoming/q/46/mp049/se036/|ocg_pwd.txt|2|1

/Ftp/IN_FILE/DTP/ZSZH=se001|senew001|/vol/incoming/mp903/se035/|zszh030YYYYMMDD001.txt@rcDtpZszhCfg.txt|2|1
/Ftp/IN_FILE/DTP/ZSPJ=se001|senew001|/vol/incoming/mp137/se053/|se053zspjYYYYMMDD001.txt@rcDtpZspjCfg.txt|2|1
/Ftp/IN_FILE/MTP/INRD=se001|senew001|/vol/incoming/mp112/se001/|se001inrdYYYYMMDD001.txt|2|1
/Ftp/IN_FILE/MTP/ZSJQ=se001|senew001|/vol/incoming/mp102/ci001/|se003zsjqYYYYMMDD001.txt|2|1
/Ftp/IN_FILE/MTP/PBSJ=se001|senew001|/vol/incoming/mp036/se001/|se001pbsjYYYYMMDD001.txt|2|1
/Ftp/IN_FILE/MTP/ZQJB=se001|senew001|/vol/incoming/mp102/ci001/|se003zqjbYYYYMMDD001.txt|2|1

/Ftp/OUT_FILE/DTP/OUTRD3=sg\\se036|senew036|/vol/incoming/q/46/mp049/se036/|ocg_pwd.txt|2|1|0

/Ftp/OUT_FILE/MTP/FINX=se001|senew001|/vol/incoming/mp035/se036/|se036finxYYYYMMDD001.txt|2|1|0



其中，下列存储网关配置文件为非指令中心
/Ftp/IN_FILE/DTP/ZSZH
/Ftp/IN_FILE/DTP/ZSP
/Ftp/IN_FILE/MTP/INRD
/Ftp/IN_FILE/MTP/ZSJQ
/Ftp/IN_FILE/MTP/PBSJ
/Ftp/IN_FILE/MTP/ZQJB
/Ftp/OUT_FILE/MTP/FINX


"
EZEI重构,指令集群版本首次部署方式不明确,其他,普通,指令集群版本首次部署，不明确是在原版本上升级部署，还是铲除环境后重新部署
ERP系统_内部,创建ERP需求工单页面，没有查看完整流程的入口,缺陷,高,"1.首页——技术服务——ERP需求专用工单
2.进入工单拟稿页
3.页面上没有“查看完整流程”的入口，如图"
ERP系统_内部,创建 ERP需求工单时，网页上有错误提示,缺陷,低,"1.首页——技术服务——ERP需求专用工单
2.点击查询页面的“申请”按钮，进入ERP拟稿页面
3.网页上错误提示，如图"
ERP系统_内部,20170518 ERP系统中增加Bug汇报功能的列表展示顺序不对,缺陷,高,"操作步骤：1、用技术支持人员账号登陆系统， 
         2、首页—>技术服务—>系统报错
         3、查看列表展示的顺序

预期结果：优先顺序：验证不通过>新创建>待分析>修改中>待验证>验证通过，再按拟稿日期降序排列

实际结果：在新创建和待分析状态的表单混乱，没按顺序。"
EZEI重构,EzEI E010100指令中心版本 架构测试,优化,低,"ITP 同步请求的错误日志报错

TIME:20170518 09:00:20.139, PROCESS:E14-cgwRtHkx-103-P05 , PID:042253, THREAD:ee555700, SEVERITY:ERROR, ERRCODE:0x61000068, DEPTH:001, CALLDEPTH:295, REPEAT:0, FILE:ocg_msg_itp.c, FUNC:PrcsFromItpSyncReq, LINE:254, ERRDSC:compId line status is not login
TIME:20170518 09:00:20.139, PROCESS:E14-cgwRtHkx-103-P05 , PID:042253, THREAD:ee555700, SEVERITY:ERROR, ERRCODE:0x61000068, DEPTH:001, CALLDEPTH:295, REPEAT:0, FILE:ocg_msg.c, FUNC:PrcsMsgEnty, LINE:416, ERRDSC:compId line status is not login
TIME:20170518 09:00:20.139, PROCESS:E14-cgwRtHkx-103-P05 , PID:042253, THREAD:ee555700, SEVERITY:ERROR, ERRCODE:0x61000068, DEPTH:001, CALLDEPTH:295, REPEAT:0, FILE:ocg_msg.c, FUNC:OcgMsgEntry, LINE:1258, ERRDSC:compId line status is not logi"
EZEI重构,EzEI指令中心：关闭集群中某一主机，另一主机报错“ReleaseOrdReqSlot: no found”,缺陷,低,"EzEI E010100测试版本，集群切换过程中出现的问题：
介绍：集群中有2台主机，分别为RST586，RST587。
RST586在16:09执行menu->b->3->1关闭本地EzEI（实际上只关闭hhcm,见缺陷#25976，在16:10再次关闭剩余的进程）

RST587在16:09显示报错（logs/E18-cgwRtHkx-103-P05.log）：
------------------
[ERROR] [20170518 16:09:39.734]: ReleaseOrdReqSlot: no found,[OrderNum=127880],[CompId=C000000011]
[ERROR] [20170518 16:09:39.734]: ReleaseOrdReqSlot: no found,[OrderNum=127881],[CompId=C000000011]
[ERROR] [20170518 16:09:39.734]: ReleaseOrdReqSlot: no found,[OrderNum=127882],[CompId=C000000011]
[ERROR] [20170518 16:09:39.735]: ReleaseOrdReqSlot: no found,[OrderNum=127883],[CompId=C000000011]
[ERROR] [20170518 16:09:39.735]: ReleaseOrdReqSlot: no found,[OrderNum=127884],[CompId=C000000011]

"
交易参与人系统_内部,【OMS1.6】业务组/运行组-日终数据发送页面的生成通知单,缺陷,低,"复现步骤：1.业务组/运行组登录系统，点击辅助功能-日终数据发送/日终数据查询，
          2.进入日终数据查询页面，核对生效日为下一交易日的办结流程数据
          3.点击生成通知单按钮，保存word文件至本地
          4.打开该word文档，核对文档内容


实际现象：点击生成通知单按钮，保存至本地的通知单文件内容做市商业务信息缺合约新增品种流程内容，经纪业务信息内容有字符乱码
期望现象：点击生成通知单按钮，保存至本地的通知单文件内容和页面查询的结果数据完全一致"
EZEI重构,EzEI指令中心：关闭集群中某一主机，另一主机报错“rcv new order seq back msgid 8 rcvseq 33007”,缺陷,低,"EzEI E010100测试版本，集群切换过程中出现的问题：
介绍：集群中有2台主机，分别为RST586，RST587。
RST587在16:27执行menu->b->3->1关闭本地EzEI（实际上只关闭hhcm,见缺陷#25976，在16:31再次关闭剩余的进程）

RST586在16:29显示报错(logs/E18-cgwRtHkx-103-P05.log)：
------------------
[ERROR] [20170518 16:08:59.882]: change lststatus 3 state 0
[ERROR] [20170518 16:29:24.991]: rcv new order seq back msgid 8 rcvseq 33007
[ERROR] [20170518 16:29:24.991]: rcv new order seq back msgid 12 rcvseq 33007
[ERROR] [20170518 16:29:24.991]: rcv new order seq back msgid 21 rcvseq 33007
[ERROR] [20170518 16:29:24.991]: rcv new order seq back msgid 31 rcvseq 33007
-----------------"
EZEI重构,EzEI指令中心：关闭集群中某一主机，另一主机报错“something wrong happened!”,缺陷,低,"EzEI E010100测试版本，集群切换过程中出现的问题：
介绍：集群中有2台主机，分别为RST586，RST587。
RST587在16:27执行menu->b->3->1关闭本地EzEI（实际上只关闭hhcm,见缺陷#25976，在16:31再次关闭剩余的进程）

RST586在16:29显示报错：
------------------
TIME:20170518 16:29:06.062, PROCESS:E18-cgwRtHkx-103-P05 , PID:043240, THREAD:c21fc700, SEVERITY:ERROR, ERRCODE:0x10030020, DEPTH:003, CALLDEPTH:295, REPEAT:0, FILE:aio_socket.c, FUNC:AioSocketBeginClose, LINE:2340, ERRDSC:Oops, something wrong happened!
TIME:20170518 16:29:06.063, PROCESS:E18-cgwRtHkx-103-P05 , PID:043240, THREAD:c21fc700, SEVERITY:ERROR, ERRCODE:0x10030020, DEPTH:002, CALLDEPTH:295, REPEAT:0, FILE:aio_socket.c, FUNC:AioSocketBeginClose, LINE:2340, ERRDSC:Oops, something wrong happened!
TIME:20170518 16:29:06.063, PROCESS:E18-cgwRtHkx-103-P05 , PID:043240, THREAD:c21fc700, SEVERITY:ERROR, ERRCODE:0x61000068, DEPTH:001, CALLDEPTH:295, REPEAT:0, FILE:ocg_msg_itp.c, FUNC:PrcsFromItpSyncReq, LINE:254, ERRDSC:compId line status is not login
TIME:20170518 16:29:06.063, PROCESS:E18-cgwRtHkx-103-P05 , PID:043240, THREAD:c21fc700, SEVERITY:ERROR, ERRCODE:0x61000068, DEPTH:001, CALLDEPTH:295, REPEAT:0, FILE:ocg_msg.c, FUNC:PrcsMsgEnty, LINE:416, ERRDSC:compId line status is not login
TIME:20170518 16:29:06.063, PROCESS:E18-cgwRtHkx-103-P05 , PID:043240, THREAD:c21fc700, SEVERITY:ERROR, ERRCODE:0x61000068, DEPTH:001, CALLDEPTH:295, REPEAT:0, FILE:ocg_msg.c, FUNC:OcgMsgEntry, LINE:1258, ERRDSC:compId line status is not login
-----------------------"
EZEI重构,"EzEI指令中心：关闭集群中某一EzEI主机，menu关闭显示cgwRtHkx ""Stop fail""",缺陷,低,"menu->b->3->1->y 出现如下界面：
-----------------------------------------------
SELECTION:1
critical menu function! really execute option <1>[y/n]?y

Please input ""stop"":stop

  Stopping [cgwRtHkx 05 103 /sse/nop_18/EzEI/conf/cmd/ocg]  PID[4181] ...
      Stop application [cgwRtHkx 05 103 /sse/nop_18/EzEI/conf/cmd/ocg]  PID[4181] fail.
  Stop fail.
Stop EzEI 0049 Hosts Err
-----------------------------------------------

状态显示如下：
-----------------------------------------------
Running:
   AppName               Pid         StartTime          RunTime        Memory(KB)    Cpu(%)
   router 01            3996     May-18-2017 12:24:52   04:03:13        18130188      2.0       
   msgFlw 01            4033     May-18-2017 12:24:53   04:03:12        746620        0.6       
   cgwRtSdc 04          4070     May-18-2017 12:24:54   04:03:12        86408         1.1       
   hhcm 04              4107     May-18-2017 12:24:55   04:03:11        81476         1.0       
   hhcm 05              4144     May-18-2017 12:24:56   04:03:11        917856        1.7       
Stoped:
      Application [cgwRtHkx 05 103] status [not running]. 
-----------------------------------------------"
交易参与人系统_内部,【OMSv1.6】业务组-查询统计，期权做市商及账户查询页缺少生效日期字段，期权做市商账户及查询/期权经纪业务总持仓规模查询/期权经纪业务持仓限额查询相应的流程生效后，此三个查询页的生效日期字段值仍为空,缺陷,低,"复现步骤：1.业务组登录系统，分别点击查询统计-期权做市商账户及查询/期权经纪业务总持仓规模查询/期权经纪业务持仓限额查询
          2.查看已经生效的相关业务流程
          3.分别核对三个查询页面生效日期字段的数据显示

实际现象：期权做市商账户及查询/期权经纪业务总持仓规模查询/期权经纪业务持仓限额查询，三类查询页面相关的业务流程已生效，
          但是页面生效日期字段显示为空
期待现象：三类查询页面生效日期字段显示为复核最终审核时填写的生效日期


"
